"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"2000","2000","51 years","51","Male","M",10614,1769463,599.843
"Total","2000","2000","51 years","51",,,16992,3616997,469.782
,"2000","2000","52 years","52","Female","F",7039,1891651,372.109
,"2000","2000","52 years","52","Male","M",11488,1815785,632.674
"Total","2000","2000","52 years","52",,,18527,3707436,499.725
,"2000","2000","53 years","53","Female","F",7848,1856617,422.704
,"2000","2000","53 years","53","Male","M",12364,1778423,695.223
"Total","2000","2000","53 years","53",,,20212,3635040,556.032
,"2000","2000","54 years","54","Female","F",6867,1445145,475.177
,"2000","2000","54 years","54","Male","M",10555,1372415,769.082
"Total","2000","2000","54 years","54",,,17422,2817560,618.336
,"2000","2000","55 years","55","Female","F",7283,1463741,497.561
,"2000","2000","55 years","55","Male","M",11498,1386859,829.068
"Total","2000","2000","55 years","55",,,18781,2850600,658.844
,"2000","2000","56 years","56","Female","F",8069,1462265,551.815
,"2000","2000","56 years","56","Male","M",12334,1375187,896.896
"Total","2000","2000","56 years","56",,,20403,2837452,719.061
,"2000","2000","57 years","57","Female","F",8930,1479824,603.450
,"2000","2000","57 years","57","Male","M",13597,1384196,982.303
"Total","2000","2000","57 years","57",,,22527,2864020,786.552
,"2000","2000","58 years","58","Female","F",8892,1317443,674.944
,"2000","2000","58 years","58","Male","M",13356,1222709,1092.329
"Total","2000","2000","58 years","58",,,22248,2540152,875.853
,"2000","2000","59 years","59","Female","F",9152,1237235,739.714
,"2000","2000","59 years","59","Male","M",13640,1139778,1196.724
"Total","2000","2000","59 years","59",,,22792,2377013,958.850
,"2000","2000","60 years","60","Female","F",9596,1208384,794.118
,"2000","2000","60 years","60","Male","M",14152,1111560,1273.166
"Total","2000","2000","60 years","60",,,23748,2319944,1023.645
,"2000","2000","61 years","61","Female","F",10435,1159548,899.920
,"2000","2000","61 years","61","Male","M",14657,1061679,1380.549
"Total","2000","2000","61 years","61",,,25092,2221227,1129.646
,"2000","2000","62 years","62","Female","F",11092,1137207,975.372
,"2000","2000","62 years","62","Male","M",15832,1033865,1531.341
"Total","2000","2000","62 years","62",,,26924,2171072,1240.125
,"2000","2000","63 years","63","Female","F",11507,1081948,1063.545
,"2000","2000","63 years","63","Male","M",16511,971203,1700.057
"Total","2000","2000","63 years","63",,,28018,2053151,1364.634
,"2000","2000","64 years","64","Female","F",12569,1081733,1161.932
,"2000","2000","64 years","64","Male","M",17744,958320,1851.574
"Total","2000","2000","64 years","64",,,30313,2040053,1485.893
,"2000","2000","65 years","65","Female","F",13536,1079260,1254.193
,"2000","2000","65 years","65","Male","M",18614,950651,1958.027
"Total","2000","2000","65 years","65",,,32150,2029911,1583.813
,"2000","2000","66 years","66","Female","F",14175,996164,1422.958
,"2000","2000","66 years","66","Male","M",18960,864156,2194.048
"Total","2000","2000","66 years","66",,,33135,1860320,1781.145
,"2000","2000","67 years","67","Female","F",15384,1022372,1504.736
,"2000","2000","67 years","67","Male","M",20658,874079,2363.402
"Total","2000","2000","67 years","67",,,36042,1896451,1900.497
,"2000","2000","68 years","68","Female","F",16719,1008370,1658.022
,"2000","2000","68 years","68","Male","M",22082,856145,2579.236
"Total","2000","2000","68 years","68",,,38801,1864515,2081.024
,"2000","2000","69 years","69","Female","F",17990,1027017,1751.675
,"2000","2000","69 years","69","Male","M",23621,855331,2761.621
"Total","2000","2000","69 years","69",,,41611,1882348,2210.590
,"2000","2000","70 years","70","Female","F",19904,1030658,1931.193
,"2000","2000","70 years","70","Male","M",25690,844517,3041.975
"Total","2000","2000","70 years","70",,,45594,1875175,2431.453
,"2000","2000","71 years","71","Female","F",21150,989752,2136.899
,"2000","2000","71 years","71","Male","M",27007,798517,3382.145
"Total","2000","2000","71 years","71",,,48157,1788269,2692.939
,"2000","2000","72 years","72","Female","F",23224,1000532,2321.165
,"2000","2000","72 years","72","Male","M",29167,791164,3686.593
"Total","2000","2000","72 years","72",,,52391,1791696,2924.101
,"2000","2000","73 years","73","Female","F",24886,973735,2555.726
,"2000","2000","73 years","73","Male","M",30297,751433,4031.896
"Total","2000","2000","73 years","73",,,55183,1725168,3198.703
,"2000","2000","74 years","74","Female","F",26833,959852,2795.535
,"2000","2000","74 years","74","Male","M",31312,717281,4365.374
"Total","2000","2000","74 years","74",,,58145,1677133,3466.928
,"2000","2000","75 years","75","Female","F",29663,955776,3103.551
,"2000","2000","75 years","75","Male","M",32971,695865,4738.132
"Total","2000","2000","75 years","75",,,62634,1651641,3792.228
,"2000","2000","76 years","76","Female","F",31019,908794,3413.205
,"2000","2000","76 years","76","Male","M",33727,647773,5206.608
"Total","2000","2000","76 years","76",,,64746,1556567,4159.538
,"2000","2000","77 years","77","Female","F",32347,861039,3756.740
,"2000","2000","77 years","77","Male","M",34530,599742,5757.476
"Total","2000","2000","77 years","77",,,66877,1460781,4578.167
,"2000","2000","78 years","78","Female","F",35009,852548,4106.396
,"2000","2000","78 years","78","Male","M",35746,579368,6169.826
"Total","2000","2000","78 years","78",,,70755,1431916,4941.281
,"2000","2000","79 years","79","Female","F",36335,793200,4580.812
,"2000","2000","79 years","79","Male","M",36353,521708,6968.074
"Total","2000","2000","79 years","79",,,72688,1314908,5527.991
,"2000","2000","80 years","80","Female","F",38076,740352,5142.959
,"2000","2000","80 years","80","Male","M",35604,467013,7623.771
"Total","2000","2000","80 years","80",,,73680,1207365,6102.546
,"2000","2000","81 years","81","Female","F",37461,665502,5628.984
,"2000","2000","81 years","81","Male","M",33516,406546,8244.086
"Total","2000","2000","81 years","81",,,70977,1072048,6620.692
,"2000","2000","82 years","82","Female","F",39322,616747,6375.710
,"2000","2000","82 years","82","Male","M",34053,364815,9334.320
"Total","2000","2000","82 years","82",,,73375,981562,7475.330
,"2000","2000","83 years","83","Female","F",39953,565774,7061.654
,"2000","2000","83 years","83","Male","M",32350,317289,10195.752
"Total","2000","2000","83 years","83",,,72303,883063,8187.751
,"2000","2000","84 years","84","Female","F",41041,522095,7860.830
,"2000","2000","84 years","84","Male","M",31369,279234,11233.947
"Total","2000","2000","84 years","84",,,72410,801329,9036.239
,"2000","2000","85 years","85","Female","F",42558,Not Applicable,Not Applicable
,"2000","2000","85 years","85","Male","M",30401,Not Applicable,Not Applicable
"Total","2000","2000","85 years","85",,,72959,Not Applicable,Not Applicable
,"2000","2000","86 years","86","Female","F",42620,Not Applicable,Not Applicable
,"2000","2000","86 years","86","Male","M",28512,Not Applicable,Not Applicable
"Total","2000","2000","86 years","86",,,71132,Not Applicable,Not Applicable
,"2000","2000","87 years","87","Female","F",42236,Not Applicable,Not Applicable
,"2000","2000","87 years","87","Male","M",26109,Not Applicable,Not Applicable
"Total","2000","2000","87 years","87",,,68345,Not Applicable,Not Applicable
,"2000","2000","88 years","88","Female","F",40423,Not Applicable,Not Applicable
,"2000","2000","88 years","88","Male","M",23161,Not Applicable,Not Applicable
"Total","2000","2000","88 years","88",,,63584,Not Applicable,Not Applicable
,"2000","2000","89 years","89","Female","F",39099,Not Applicable,Not Applicable
,"2000","2000","89 years","89","Male","M",20694,Not Applicable,Not Applicable
"Total","2000","2000","89 years","89",,,59793,Not Applicable,Not Applicable
,"2000","2000","90 years","90","Female","F",37181,Not Applicable,Not Applicable
,"2000","2000","90 years","90","Male","M",17771,Not Applicable,Not Applicable
"Total","2000","2000","90 years","90",,,54952,Not Applicable,Not Applicable
,"2000","2000","91 years","91","Female","F",34358,Not Applicable,Not Applicable
,"2000","2000","91 years","91","Male","M",15155,Not Applicable,Not Applicable
"Total","2000","2000","91 years","91",,,49513,Not Applicable,Not Applicable
,"2000","2000","92 years","92","Female","F",31999,Not Applicable,Not Applicable
,"2000","2000","92 years","92","Male","M",12902,Not Applicable,Not Applicable
"Total","2000","2000","92 years","92",,,44901,Not Applicable,Not Applicable
,"2000","2000","93 years","93","Female","F",27542,Not Applicable,Not Applicable
,"2000","2000","93 years","93","Male","M",10455,Not Applicable,Not Applicable
"Total","2000","2000","93 years","93",,,37997,Not Applicable,Not Applicable
,"2000","2000","94 years","94","Female","F",23764,Not Applicable,Not Applicable
,"2000","2000","94 years","94","Male","M",8156,Not Applicable,Not Applicable
"Total","2000","2000","94 years","94",,,31920,Not Applicable,Not Applicable
,"2000","2000","95 years","95","Female","F",19959,Not Applicable,Not Applicable
,"2000","2000","95 years","95","Male","M",6226,Not Applicable,Not Applicable
"Total","2000","2000","95 years","95",,,26185,Not Applicable,Not Applicable
,"2000","2000","96 years","96","Female","F",16228,Not Applicable,Not Applicable
,"2000","2000","96 years","96","Male","M",4783,Not Applicable,Not Applicable
"Total","2000","2000","96 years","96",,,21011,Not Applicable,Not Applicable
,"2000","2000","97 years","97","Female","F",12949,Not Applicable,Not Applicable
,"2000","2000","97 years","97","Male","M",3453,Not Applicable,Not Applicable
"Total","2000","2000","97 years","97",,,16402,Not Applicable,Not Applicable
,"2000","2000","98 years","98","Female","F",9725,Not Applicable,Not Applicable
,"2000","2000","98 years","98","Male","M",2409,Not Applicable,Not Applicable
"Total","2000","2000","98 years","98",,,12134,Not Applicable,Not Applicable
,"2000","2000","99 years","99","Female","F",7228,Not Applicable,Not Applicable
,"2000","2000","99 years","99","Male","M",1681,Not Applicable,Not Applicable
"Total","2000","2000","99 years","99",,,8909,Not Applicable,Not Applicable
,"2000","2000","100+ years","100","Female","F",15560,Not Applicable,Not Applicable
,"2000","2000","100+ years","100","Male","M",2874,Not Applicable,Not Applicable
"Total","2000","2000","100+ years","100",,,18434,Not Applicable,Not Applicable
,"2000","2000","Not Stated","NS","Female","F",67,Not Applicable,Not Applicable
,"2000","2000","Not Stated","NS","Male","M",289,Not Applicable,Not Applicable
"Total","2000","2000","Not Stated","NS",,,356,Not Applicable,Not Applicable
"Total","2000","2000",,,,,2403351,281421906,854.003
,"2001","2001","< 1 year","0","Female","F",12091,1962905,615.975
,"2001","2001","< 1 year","0","Male","M",15477,2049753,755.067
"Total","2001","2001","< 1 year","0",,,27568,4012658,687.026
,"2001","2001","1 year","1","Female","F",891,1882601,47.328
,"2001","2001","1 year","1","Male","M",1111,1972806,56.316
"Total","2001","2001","1 year","1",,,2002,3855407,51.927
,"2001","2001","2 years","2","Female","F",556,1857181,29.938
,"2001","2001","2 years","2","Male","M",747,1942915,38.447
"Total","2001","2001","2 years","2",,,1303,3800096,34.289
,"2001","2001","3 years","3","Female","F",420,1857443,22.612
,"2001","2001","3 years","3","Male","M",563,1945267,28.942
"Total","2001","2001","3 years","3",,,983,3802710,25.850
,"2001","2001","4 years","4","Female","F",341,1871311,18.223
,"2001","2001","4 years","4","Male","M",478,1956035,24.437
"Total","2001","2001","4 years","4",,,819,3827346,21.399
,"2001","2001","5 years","5","Female","F",287,1909212,15.032
,"2001","2001","5 years","5","Male","M",383,2000821,19.142
"Total","2001","2001","5 years","5",,,670,3910033,17.135
,"2001","2001","6 years","6","Female","F",282,1937940,14.552
,"2001","2001","6 years","6","Male","M",351,2034568,17.252
"Total","2001","2001","6 years","6",,,633,3972508,15.935
,"2001","2001","7 years","7","Female","F",275,1958002,14.045
,"2001","2001","7 years","7","Male","M",306,2054047,14.897
"Total","2001","2001","7 years","7",,,581,4012049,14.481
,"2001","2001","8 years","8","Female","F",246,1998184,12.311
,"2001","2001","8 years","8","Male","M",338,2101358,16.085
"Total","2001","2001","8 years","8",,,584,4099542,14.245
,"2001","2001","9 years","9","Female","F",276,2040960,13.523
,"2001","2001","9 years","9","Male","M",349,2138270,16.322
"Total","2001","2001","9 years","9",,,625,4179230,14.955
,"2001","2001","10 years","10","Female","F",245,2087011,11.739
,"2001","2001","10 years","10","Male","M",391,2190238,17.852
"Total","2001","2001","10 years","10",,,636,4277249,14.869
,"2001","2001","11 years","11","Female","F",272,2117318,12.846
,"2001","2001","11 years","11","Male","M",409,2227595,18.361
"Total","2001","2001","11 years","11",,,681,4344913,15.674
,"2001","2001","12 years","12","Female","F",301,2040841,14.749
,"2001","2001","12 years","12","Male","M",435,2143114,20.298
"Total","2001","2001","12 years","12",,,736,4183955,17.591
,"2001","2001","13 years","13","Female","F",325,2006423,16.198
,"2001","2001","13 years","13","Male","M",536,2106768,25.442
"Total","2001","2001","13 years","13",,,861,4113191,20.933
,"2001","2001","14 years","14","Female","F",418,1979876,21.112
,"2001","2001","14 years","14","Male","M",670,2079494,32.219
"Total","2001","2001","14 years","14",,,1088,4059370,26.802
,"2001","2001","15 years","15","Female","F",499,1987434,25.108
,"2001","2001","15 years","15","Male","M",962,2096444,45.887
"Total","2001","2001","15 years","15",,,1461,4083878,35.775
,"2001","2001","16 years","16","Female","F",741,1992853,37.183
,"2001","2001","16 years","16","Male","M",1441,2115451,68.118
"Total","2001","2001","16 years","16",,,2182,4108304,53.112
,"2001","2001","17 years","17","Female","F",849,1947338,43.598
,"2001","2001","17 years","17","Male","M",1922,2081398,92.342
"Total","2001","2001","17 years","17",,,2771,4028736,68.781
,"2001","2001","18 years","18","Female","F",830,1977996,41.962
,"2001","2001","18 years","18","Male","M",2547,2124855,119.867
"Total","2001","2001","18 years","18",,,3377,4102851,82.309
,"2001","2001","19 years","19","Female","F",870,2003276,43.429
,"2001","2001","19 years","19","Male","M",2894,2129239,135.917
"Total","2001","2001","19 years","19",,,3764,4132515,91.083
,"2001","2001","20 years","20","Female","F",900,2034401,44.239
,"2001","2001","20 years","20","Male","M",2857,2122324,134.617
"Total","2001","2001","20 years","20",,,3757,4156725,90.384
,"2001","2001","21 years","21","Female","F",959,2025446,47.348
,"2001","2001","21 years","21","Male","M",3136,2107865,148.776
"Total","2001","2001","21 years","21",,,4095,4133311,99.073
,"2001","2001","22 years","22","Female","F",839,1916731,43.772
,"2001","2001","22 years","22","Male","M",2876,2002585,143.614
"Total","2001","2001","22 years","22",,,3715,3919316,94.787
,"2001","2001","23 years","23","Female","F",916,1860062,49.246
,"2001","2001","23 years","23","Male","M",2693,1938492,138.922
"Total","2001","2001","23 years","23",,,3609,3798554,95.010
,"2001","2001","24 years","24","Female","F",886,1840310,48.144
,"2001","2001","24 years","24","Male","M",2635,1909070,138.025
"Total","2001","2001","24 years","24",,,3521,3749380,93.909
,"2001","2001","25 years","25","Female","F",934,1800155,51.884
,"2001","2001","25 years","25","Male","M",2472,1859564,132.934
"Total","2001","2001","25 years","25",,,3406,3659719,93.067
,"2001","2001","26 years","26","Female","F",938,1858168,50.480
